"age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
61,"?",113544,"Bachelors",13,"Married-civ-spouse","?","Husband","White","Male",0,0,55,"United-States","<=50K"
54,"Private",420691,"1st-4th",2,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Mexico","<=50K"
40,"?",351161,"Masters",14,"Married-civ-spouse","?","Husband","White","Male",0,0,60,"United-States",">50K"
51,"State-gov",213296,"Bachelors",13,"Widowed","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
41,"Local-gov",112797,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,60,"United-States","<=50K"
18,"Private",263024,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
18,"Private",240543,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
57,"Self-emp-not-inc",327901,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
17,"Private",413557,"11th",7,"Never-married","Adm-clerical","Own-child","White","Female",0,0,32,"United-States","<=50K"
42,"Local-gov",267252,"Masters",14,"Separated","Exec-managerial","Unmarried","Black","Male",0,0,45,"United-States",">50K"
63,"Private",287277,"HS-grad",9,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
31,"Private",214235,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,65,"United-States","<=50K"
41,"Self-emp-not-inc",277783,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,2001,50,"United-States","<=50K"
46,"Private",122026,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
53,"Private",246117,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Mexico","<=50K"
23,"State-gov",335453,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
38,"Self-emp-not-inc",77820,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
45,"Self-emp-inc",121836,"Some-college",10,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"?",">50K"
42,"Private",102085,"HS-grad",9,"Divorced","Other-service","Own-child","White","Female",0,0,15,"United-States","<=50K"
52,"Local-gov",255927,"Some-college",10,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,24,"United-States","<=50K"
30,"Private",345705,"Some-college",10,"Married-civ-spouse","Exec-managerial","Other-relative","White","Male",0,0,40,"United-States","<=50K"
39,"Private",82488,"Some-college",10,"Divorced","Sales","Unmarried","Asian-Pac-Islander","Female",0,0,38,"United-States","<=50K"
26,"Private",184026,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","Other","Male",0,0,50,"United-States","<=50K"
55,"Federal-gov",238192,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1887,40,"United-States",">50K"
33,"Private",103435,"Assoc-voc",11,"Separated","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
36,"Self-emp-not-inc",151322,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
64,"Local-gov",199298,"5th-6th",3,"Divorced","Other-service","Not-in-family","White","Female",0,0,45,"?","<=50K"
18,"?",91670,"Some-college",10,"Never-married","?","Own-child","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
22,"Private",124454,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
26,"Private",188569,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
53,"State-gov",281590,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",15024,0,40,"United-States",">50K"
29,"Private",457402,"5th-6th",3,"Never-married","Other-service","Not-in-family","White","Male",0,0,25,"Mexico","<=50K"
50,"State-gov",198103,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
46,"State-gov",312015,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
44,"Local-gov",188808,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
36,"Private",186110,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
40,"Private",208470,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
23,"?",449101,"HS-grad",9,"Married-civ-spouse","?","Own-child","White","Female",0,0,30,"United-States","<=50K"
37,"Self-emp-not-inc",326400,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,30,"United-States","<=50K"
18,"?",214989,"Some-college",10,"Never-married","?","Own-child","White","Female",0,1602,24,"United-States","<=50K"
25,"Local-gov",182380,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
23,"Private",98283,"Bachelors",13,"Never-married","Exec-managerial","Own-child","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
23,"Private",330571,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,16,"United-States","<=50K"
58,"Private",41374,"HS-grad",9,"Widowed","Adm-clerical","Unmarried","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
25,"Private",123586,"Some-college",10,"Never-married","Adm-clerical","Unmarried","Other","Male",0,0,40,"United-States","<=50K"
71,"Self-emp-inc",133821,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United-States",">50K"
49,"Federal-gov",118701,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
44,"Private",86298,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
32,"Private",205528,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
45,"Private",270842,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
43,"Private",136721,"12th",8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
45,"Local-gov",287920,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
32,"Private",30271,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,30,"United-States","<=50K"
24,"Private",293579,"HS-grad",9,"Never-married","Sales","Own-child","Black","Female",0,0,20,"United-States","<=50K"
32,"?",169186,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,5,"United-States","<=50K"
55,"Private",183580,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,38,"United-States","<=50K"
47,"Private",121836,"Masters",14,"Married-civ-spouse","Adm-clerical","Wife","White","Female",7688,0,38,"United-States",">50K"
44,"Self-emp-not-inc",201742,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,2415,50,"United-States",">50K"
44,"Private",79531,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
43,"Self-emp-not-inc",396758,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1887,70,"United-States",">50K"
61,"Private",162391,"7th-8th",4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1651,40,"United-States","<=50K"
62,"Private",197918,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
21,"Private",256240,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
42,"Private",193995,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,38,"United-States","<=50K"
31,"State-gov",286911,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,38,"United-States","<=50K"
37,"Private",40955,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
46,"Private",186172,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",3103,0,40,"United-States",">50K"
46,"Private",148995,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
61,"?",116230,"Bachelors",13,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States",">50K"
55,"Private",171355,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,20,"United-States","<=50K"
33,"State-gov",111994,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,45,"United-States","<=50K"
24,"Private",213427,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
44,"Private",476391,"Some-college",10,"Divorced","Farming-fishing","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
31,"Private",117028,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
75,"?",35724,"HS-grad",9,"Widowed","?","Not-in-family","White","Female",0,0,8,"United-States","<=50K"
39,"Private",74194,"HS-grad",9,"Never-married","Farming-fishing","Unmarried","White","Male",0,0,40,"United-States","<=50K"
45,"Private",433665,"7th-8th",4,"Separated","Other-service","Unmarried","White","Female",0,0,40,"Mexico","<=50K"
61,"Local-gov",248595,"1st-4th",2,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Mexico","<=50K"
28,"Local-gov",250135,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,55,"United-States","<=50K"
23,"Private",217961,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
43,"Private",152629,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
26,"Private",199600,"HS-grad",9,"Never-married","Sales","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
62,"?",31577,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,18,"United-States","<=50K"
45,"Private",182541,"Some-college",10,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,48,"United-States","<=50K"
38,"Private",130813,"HS-grad",9,"Divorced","Machine-op-inspct","Other-relative","White","Female",0,0,40,"United-States","<=50K"
25,"Private",371987,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
30,"Local-gov",118500,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
36,"Private",183739,"HS-grad",9,"Married-civ-spouse","Craft-repair","Own-child","White","Female",0,2002,40,"United-States","<=50K"
46,"Federal-gov",207022,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,40,"United-States",">50K"
49,"Private",146268,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
59,"Private",127728,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
39,"State-gov",343646,"Bachelors",13,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,40,"Mexico",">50K"
47,"Private",198901,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States","<=50K"
63,"Private",216413,"Bachelors",13,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
38,"Private",190776,"Assoc-acdm",12,"Divorced","Craft-repair","Unmarried","White","Female",0,0,40,"United-States","<=50K"
27,"Private",194472,"HS-grad",9,"Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
29,"Private",190539,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1590,50,"United-States","<=50K"
22,"Private",112137,"Some-college",10,"Never-married","Prof-specialty","Other-relative","Asian-Pac-Islander","Female",0,0,20,"South","<=50K"
35,"Private",84787,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
26,"Private",299810,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
34,"Private",114955,"Assoc-acdm",12,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private",210945,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,24,"United-States","<=50K"
46,"Private",294907,"5th-6th",3,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico","<=50K"
53,"Private",149217,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Puerto-Rico","<=50K"
47,"Self-emp-not-inc",213745,"Some-college",10,"Divorced","Other-service","Unmarried","White","Female",0,0,45,"United-States","<=50K"
36,"Private",219814,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"Guatemala","<=50K"
48,"Federal-gov",167749,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
36,"Private",111128,"Some-college",10,"Separated","Exec-managerial","Not-in-family","White","Male",0,0,60,"United-States",">50K"
46,"Local-gov",149949,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
37,"State-gov",74163,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
39,"Self-emp-inc",202937,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
27,"Private",46868,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,15,"United-States","<=50K"
67,"Self-emp-not-inc",116057,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",3273,0,16,"United-States","<=50K"
47,"Local-gov",194360,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,7,"United-States",">50K"
19,"Private",57067,"HS-grad",9,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,45,"United-States","<=50K"
30,"?",103651,"11th",7,"Married-civ-spouse","?","Husband","White","Male",0,0,35,"United-States","<=50K"
30,"Local-gov",154935,"Assoc-acdm",12,"Never-married","Protective-serv","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
17,"Self-emp-inc",143034,"10th",6,"Never-married","Other-service","Own-child","White","Male",0,0,4,"United-States","<=50K"
19,"Private",174478,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
23,"Private",197207,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
57,"Self-emp-not-inc",315460,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,36,"United-States","<=50K"
25,"Private",179953,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Female",2597,0,31,"United-States","<=50K"
24,"Private",191948,"HS-grad",9,"Divorced","Sales","Unmarried","White","Female",0,0,30,"United-States","<=50K"
22,"Private",107801,"Assoc-voc",11,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
71,"Private",200418,"5th-6th",3,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
23,"Private",118693,"Assoc-voc",11,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
25,"Private",427744,"10th",6,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"State-gov",309620,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,20,"Taiwan","<=50K"
43,"Self-emp-not-inc",225165,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States","<=50K"
90,"Self-emp-not-inc",82628,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Male",2964,0,12,"United-States","<=50K"
25,"Private",252187,"11th",7,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
